x,y,height,momentum_x
0.01,0.01,7.53046,19.7027
0.03,0.01,7.51957,19.7677
0.05,0.01,7.5088,19.8318
0.07,0.01,7.49817,19.8948
0.09,0.01,7.48769,19.9568
0.11,0.01,7.47737,20.0176
0.13,0.01,7.46721,20.0774
0.15,0.01,7.45722,20.1359
0.17,0.01,7.4474,20.1932
0.19,0.01,7.43778,20.2493
0.21,0.01,7.42836,20.3041
0.23,0.01,7.41914,20.3575
0.25,0.01,7.41014,20.4095
0.27,0.01,7.40137,20.4601
0.29,0.01,7.39283,20.5092
0.31,0.01,7.38454,20.5567
0.33,0.01,7.3765,20.6027
0.35,0.01,7.36873,20.647
0.37,0.01,7.36124,20.6897
0.39,0.01,7.35402,20.7307
0.41,0.01,7.3471,20.77
0.43,0.01,7.34048,20.8074
0.45,0.01,7.33416,20.8431
0.47,0.01,7.32816,20.877
0.49,0.01,7.32247,20.909
0.51,0.01,7.31711,20.9391
0.53,0.01,7.31206,20.9674
0.55,0.01,7.30734,20.9938
0.57,0.01,7.30295,21.0184
0.59,0.01,7.29887,21.0412
0.61,0.01,7.2951,21.0622
0.63,0.01,7.29165,21.0815
0.65,0.01,7.28849,21.0991
0.67,0.01,7.28563,21.115
0.69,0.01,7.28305,21.1294
0.71,0.01,7.28073,21.1423
0.73,0.01,7.27867,21.1538
0.75,0.01,7.27685,21.1639
0.77,0.01,7.27524,21.1728
0.79,0.01,7.27385,21.1806
0.81,0.01,7.27264,21.1873
0.83,0.01,7.27161,21.193
0.85,0.01,7.27073,21.1979
0.87,0.01,7.27,21.202
0.89,0.01,7.26938,21.2054
0.91,0.01,7.26888,21.2082
0.93,0.01,7.26847,21.2105
0.95,0.01,7.26815,21.2124
0.97,0.01,7.26789,21.2138
0.99,0.01,7.2677,21.2149
1.01,0.01,7.26755,21.2157
1.03,0.01,7.26745,21.2164
1.05,0.01,7.26738,21.2168
1.07,0.01,7.26734,21.217
1.09,0.01,7.26732,21.2172
1.11,0.01,7.26732,21.2172
1.13,0.01,7.26733,21.2172
1.15,0.01,7.26735,21.2172
1.17,0.01,7.26737,21.217
1.19,0.01,7.26741,21.2169
1.21,0.01,7.26744,21.2167
1.23,0.01,7.26748,21.2166
1.25,0.01,7.26752,21.2164
1.27,0.01,7.26756,21.2162
1.29,0.01,7.2676,21.2161
1.31,0.01,7.26763,21.2159
1.33,0.01,7.26767,21.2157
1.35,0.01,7.26771,21.2156
1.37,0.01,7.26774,21.2154
1.39,0.01,7.26778,21.2153
1.41,0.01,7.26781,21.2152
1.43,0.01,7.26784,21.215
1.45,0.01,7.26787,21.2149
1.47,0.01,7.26789,21.2148
1.49,0.01,7.26792,21.2147
1.51,0.01,7.26794,21.2146
1.53,0.01,7.26797,21.2145
1.55,0.01,7.26799,21.2145
1.57,0.01,7.26801,21.2144
1.59,0.01,7.26803,21.2143
1.61,0.01,7.26805,21.2143
1.63,0.01,7.26807,21.2142
1.65,0.01,7.26809,21.2141
1.67,0.01,7.2681,21.2141
1.69,0.01,7.26812,21.2141
1.71,0.01,7.26813,21.214
1.73,0.01,7.26815,21.214
1.75,0.01,7.26816,21.2139
1.77,0.01,7.26818,21.2139
1.79,0.01,7.26819,21.2139
1.81,0.01,7.2682,21.2139
1.83,0.01,7.26822,21.2138
1.85,0.01,7.26823,21.2138
1.87,0.01,7.26824,21.2138
1.89,0.01,7.26825,21.2138
1.91,0.01,7.26826,21.2138
1.93,0.01,7.26827,21.2137
1.95,0.01,7.26829,21.2137
1.97,0.01,7.2683,21.2137
1.99,0.01,7.26831,21.2137
2.01,0.01,7.26832,21.2137
2.03,0.01,7.26832,21.2137
2.05,0.01,7.26833,21.2137
2.07,0.01,7.26834,21.2137
2.09,0.01,7.26835,21.2137
2.11,0.01,7.26836,21.2137
2.13,0.01,7.26836,21.2137
2.15,0.01,7.26837,21.2137
2.17,0.01,7.26838,21.2137
2.19,0.01,7.26838,21.2138
2.21,0.01,7.26839,21.2138
2.23,0.01,7.2684,21.2138
2.25,0.01,7.2684,21.2138
2.27,0.01,7.26841,21.2138
2.29,0.01,7.26842,21.2138
2.31,0.01,7.26842,21.2138
2.33,0.01,7.26843,21.2138
2.35,0.01,7.26844,21.2138
2.37,0.01,7.26844,21.2138
2.39,0.01,7.26845,21.2139
2.41,0.01,7.26846,21.2139
2.43,0.01,7.26846,21.2139
2.45,0.01,7.26847,21.2139
2.47,0.01,7.26848,21.2139
2.49,0.01,7.26848,21.2139
2.51,0.01,7.26849,21.2139
2.53,0.01,7.26849,21.214
2.55,0.01,7.2685,21.214
2.57,0.01,7.2685,21.214
2.59,0.01,7.26851,21.214
2.61,0.01,7.26851,21.214
2.63,0.01,7.26851,21.2141
2.65,0.01,7.26852,21.2141
2.67,0.01,7.26852,21.2141
2.69,0.01,7.26853,21.2141
2.71,0.01,7.26853,21.2142
2.73,0.01,7.26854,21.2142
2.75,0.01,7.26854,21.2142
2.77,0.01,7.26854,21.2143
2.79,0.01,7.26855,21.2143
2.81,0.01,7.26855,21.2143
2.83,0.01,7.26855,21.2143
2.85,0.01,7.26856,21.2144
2.87,0.01,7.26856,21.2144
2.89,0.01,7.26856,21.2144
2.91,0.01,7.26857,21.2145
2.93,0.01,7.26857,21.2145
2.95,0.01,7.26857,21.2145
2.97,0.01,7.26858,21.2146
2.99,0.01,7.26858,21.2146
3.01,0.01,7.26858,21.2146
3.03,0.01,7.26859,21.2147
3.05,0.01,7.26859,21.2147
3.07,0.01,7.26859,21.2147
3.09,0.01,7.2686,21.2147
3.11,0.01,7.2686,21.2148
3.13,0.01,7.2686,21.2148
3.15,0.01,7.26861,21.2148
3.17,0.01,7.26861,21.2149
3.19,0.01,7.26861,21.2149
3.21,0.01,7.26862,21.2149
3.23,0.01,7.26862,21.215
3.25,0.01,7.26862,21.215
3.27,0.01,7.26862,21.215
3.29,0.01,7.26863,21.2151
3.31,0.01,7.26863,21.2151
3.33,0.01,7.26863,21.2151
3.35,0.01,7.26864,21.2151
3.37,0.01,7.26864,21.2152
3.39,0.01,7.26864,21.2152
3.41,0.01,7.26864,21.2152
3.43,0.01,7.26865,21.2152
3.45,0.01,7.26865,21.2153
3.47,0.01,7.26865,21.2153
3.49,0.01,7.26866,21.2153
3.51,0.01,7.26866,21.2153
3.53,0.01,7.26866,21.2154
3.55,0.01,7.26866,21.2154
3.57,0.01,7.26867,21.2154
3.59,0.01,7.26867,21.2154
3.61,0.01,7.26867,21.2154
3.63,0.01,7.26868,21.2155
3.65,0.01,7.26868,21.2155
3.67,0.01,7.26868,21.2155
3.69,0.01,7.26868,21.2155
3.71,0.01,7.26869,21.2156
3.73,0.01,7.26869,21.2156
3.75,0.01,7.26869,21.2156
3.77,0.01,7.26869,21.2156
3.79,0.01,7.26869,21.2156
3.81,0.01,7.2687,21.2156
3.83,0.01,7.2687,21.2157
3.85,0.01,7.2687,21.2157
3.87,0.01,7.2687,21.2157
3.89,0.01,7.2687,21.2157
3.91,0.01,7.26871,21.2157
3.93,0.01,7.26871,21.2157
3.95,0.01,7.26871,21.2157
3.97,0.01,7.26871,21.2157
3.99,0.01,7.26871,21.2158
4.01,0.01,7.26871,21.2158
4.03,0.01,7.26871,21.2158
4.05,0.01,7.26871,21.2158
4.07,0.01,7.26871,21.2158
4.09,0.01,7.26871,21.2158
4.11,0.01,7.26871,21.2158
4.13,0.01,7.26871,21.2158
4.15,0.01,7.26871,21.2158
4.17,0.01,7.26871,21.2158
4.19,0.01,7.26871,21.2158
4.21,0.01,7.26871,21.2158
4.23,0.01,7.26871,21.2158
4.25,0.01,7.26871,21.2158
4.27,0.01,7.26871,21.2158
4.29,0.01,7.26871,21.2158
4.31,0.01,7.26872,21.2158
4.33,0.01,7.26872,21.2158
4.35,0.01,7.26872,21.2157
4.37,0.01,7.26871,21.2157
4.39,0.01,7.26871,21.2157
4.41,0.01,7.26871,21.2157
4.43,0.01,7.26871,21.2157
4.45,0.01,7.26871,21.2157
4.47,0.01,7.26871,21.2157
4.49,0.01,7.26871,21.2157
4.51,0.01,7.26871,21.2156
4.53,0.01,7.26871,21.2156
4.55,0.01,7.26871,21.2156
4.57,0.01,7.26871,21.2156
4.59,0.01,7.26871,21.2156
4.61,0.01,7.26871,21.2156
4.63,0.01,7.26871,21.2156
4.65,0.01,7.26871,21.2155
4.67,0.01,7.26871,21.2155
4.69,0.01,7.26871,21.2155
4.71,0.01,7.26871,21.2155
4.73,0.01,7.26871,21.2155
4.75,0.01,7.26871,21.2155
4.77,0.01,7.26871,21.2155
4.79,0.01,7.2687,21.2155
4.81,0.01,7.2687,21.2154
4.83,0.01,7.2687,21.2154
4.85,0.01,7.2687,21.2154
4.87,0.01,7.2687,21.2154
4.89,0.01,7.2687,21.2154
4.91,0.01,7.2687,21.2154
4.93,0.01,7.2687,21.2154
4.95,0.01,7.2687,21.2153
4.97,0.01,7.2687,21.2153
4.99,0.01,7.2687,21.2153
5.01,0.01,7.2687,21.2153
5.03,0.01,7.2687,21.2153
5.05,0.01,7.2687,21.2153
5.07,0.01,7.2687,21.2153
5.09,0.01,7.2687,21.2153
5.11,0.01,7.2687,21.2152
5.13,0.01,7.2687,21.2152
5.15,0.01,7.26869,21.2152
5.17,0.01,7.26869,21.2152
5.19,0.01,7.26869,21.2152
5.21,0.01,7.26869,21.2152
5.23,0.01,7.26869,21.2152
5.25,0.01,7.26869,21.2152
5.27,0.01,7.26869,21.2151
5.29,0.01,7.26869,21.2151
5.31,0.01,7.26869,21.2151
5.33,0.01,7.26869,21.2151
5.35,0.01,7.26869,21.2151
5.37,0.01,7.26869,21.2151
5.39,0.01,7.26869,21.2151
5.41,0.01,7.26869,21.215
5.43,0.01,7.26869,21.215
5.45,0.01,7.26869,21.215
5.47,0.01,7.26869,21.215
5.49,0.01,7.26868,21.215
5.51,0.01,7.26868,21.215
5.53,0.01,7.26868,21.215
5.55,0.01,7.26868,21.215
5.57,0.01,7.26868,21.2149
5.59,0.01,7.26868,21.2149
5.61,0.01,7.26868,21.2149
5.63,0.01,7.26868,21.2149
5.65,0.01,7.26868,21.2149
5.67,0.01,7.26868,21.2149
5.69,0.01,7.26868,21.2149
5.71,0.01,7.26868,21.2149
5.73,0.01,7.26868,21.2148
5.75,0.01,7.26868,21.2148
5.77,0.01,7.26868,21.2148
5.79,0.01,7.26868,21.2148
5.81,0.01,7.26868,21.2148
5.83,0.01,7.26868,21.2148
5.85,0.01,7.26867,21.2148
5.87,0.01,7.26867,21.2147
5.89,0.01,7.26867,21.2147
5.91,0.01,7.26867,21.2147
5.93,0.01,7.26867,21.2147
5.95,0.01,7.26867,21.2147
5.97,0.01,7.26867,21.2147
5.99,0.01,7.26867,21.2147
6.01,0.01,7.26867,21.2147
6.03,0.01,7.26867,21.2146
6.05,0.01,7.26867,21.2146
6.07,0.01,7.26867,21.2146
6.09,0.01,7.26867,21.2146
6.11,0.01,7.26867,21.2146
6.13,0.01,7.26866,21.2146
6.15,0.01,7.26866,21.2146
6.17,0.01,7.26866,21.2146
6.19,0.01,7.26866,21.2145
6.21,0.01,7.26866,21.2145
6.23,0.01,7.26866,21.2145
6.25,0.01,7.26866,21.2145
6.27,0.01,7.26866,21.2145
6.29,0.01,7.26866,21.2145
6.31,0.01,7.26865,21.2144
6.33,0.01,7.26865,21.2144
6.35,0.01,7.26865,21.2144
6.37,0.01,7.26865,21.2144
6.39,0.01,7.26865,21.2144
6.41,0.01,7.26865,21.2144
6.43,0.01,7.26865,21.2143
6.45,0.01,7.26864,21.2143
6.47,0.01,7.26864,21.2143
6.49,0.01,7.26864,21.2143
6.51,0.01,7.26864,21.2143
6.53,0.01,7.26864,21.2142
6.55,0.01,7.26864,21.2142
6.57,0.01,7.26863,21.2142
6.59,0.01,7.26863,21.2142
6.61,0.01,7.26863,21.2142
6.63,0.01,7.26863,21.2141
6.65,0.01,7.26863,21.2141
6.67,0.01,7.26863,21.2141
6.69,0.01,7.26863,21.2141
6.71,0.01,7.26862,21.214
6.73,0.01,7.26862,21.214
6.75,0.01,7.26862,21.214
6.77,0.01,7.26862,21.214
6.79,0.01,7.26861,21.214
6.81,0.01,7.26861,21.214
6.83,0.01,7.26861,21.2139
6.85,0.01,7.26861,21.2139
6.87,0.01,7.2686,21.2139
6.89,0.01,7.2686,21.2139
6.91,0.01,7.2686,21.2139
6.93,0.01,7.26859,21.2139
6.95,0.01,7.26859,21.2138
6.97,0.01,7.26859,21.2138
6.99,0.01,7.26859,21.2138
7.01,0.01,7.26858,21.2138
7.03,0.01,7.26858,21.2138
7.05,0.01,7.26858,21.2138
7.07,0.01,7.26857,21.2138
7.09,0.01,7.26857,21.2137
7.11,0.01,7.26857,21.2137
7.13,0.01,7.26857,21.2137
7.15,0.01,7.26856,21.2137
7.17,0.01,7.26856,21.2137
7.19,0.01,7.26856,21.2137
7.21,0.01,7.26855,21.2136
7.23,0.01,7.26855,21.2136
7.25,0.01,7.26855,21.2136
7.27,0.01,7.26855,21.2136
7.29,0.01,7.26854,21.2136
7.31,0.01,7.26854,21.2136
7.33,0.01,7.26854,21.2136
7.35,0.01,7.26853,21.2135
7.37,0.01,7.26853,21.2135
7.39,0.01,7.26853,21.2135
7.41,0.01,7.26853,21.2135
7.43,0.01,7.26852,21.2135
7.45,0.01,7.26852,21.2135
7.47,0.01,7.26852,21.2135
7.49,0.01,7.26851,21.2134
7.51,0.01,7.26851,21.2134
7.53,0.01,7.26851,21.2134
7.55,0.01,7.26851,21.2134
7.57,0.01,7.2685,21.2134
7.59,0.01,7.2685,21.2134
7.61,0.01,7.2685,21.2133
7.63,0.01,7.26849,21.2133
7.65,0.01,7.26849,21.2133
7.67,0.01,7.26849,21.2133
7.69,0.01,7.26848,21.2133
7.71,0.01,7.26848,21.2133
7.73,0.01,7.26847,21.2133
7.75,0.01,7.26845,21.2134
7.77,0.01,7.26844,21.2134
7.79,0.01,7.26841,21.2135
7.81,0.01,7.26838,21.2137
7.83,0.01,7.26834,21.2139
7.85,0.01,7.26829,21.2142
7.87,0.01,7.26822,21.2145
7.89,0.01,7.26813,21.215
7.91,0.01,7.26802,21.2155
7.93,0.01,7.26789,21.2162
7.95,0.01,7.26773,21.2171
7.97,0.01,7.26754,21.2181
7.99,0.01,7.26732,21.2193
8.01,0.01,7.26706,21.2207
8.03,0.01,7.26676,21.2223
8.05,0.01,7.26643,21.2241
8.07,0.01,7.26606,21.2261
8.09,0.01,7.26565,21.2284
8.11,0.01,7.26521,21.2308
8.13,0.01,7.26474,21.2333
8.15,0.01,7.26425,21.236
8.17,0.01,7.26374,21.2388
8.19,0.01,7.26322,21.2416
8.21,0.01,7.2627,21.2445
8.23,0.01,7.26218,21.2473
8.25,0.01,7.26168,21.25
8.27,0.01,7.2612,21.2526
8.29,0.01,7.26074,21.2551
8.31,0.01,7.26032,21.2574
8.33,0.01,7.25993,21.2595
8.35,0.01,7.25958,21.2614
8.37,0.01,7.25927,21.2631
8.39,0.01,7.259,21.2646
8.41,0.01,7.25877,21.2658
8.43,0.01,7.25857,21.2669
8.45,0.01,7.2584,21.2677
8.47,0.01,7.25827,21.2684
8.49,0.01,7.25816,21.269
8.51,0.01,7.25807,21.2694
8.53,0.01,7.25801,21.2698
8.55,0.01,7.25795,21.27
8.57,0.01,7.25792,21.2702
8.59,0.01,7.25789,21.2703
8.61,0.01,7.25786,21.2704
8.63,0.01,7.25785,21.2704
8.65,0.01,7.25784,21.2704
8.67,0.01,7.25783,21.2704
8.69,0.01,7.25782,21.2704
8.71,0.01,7.25782,21.2704
8.73,0.01,7.25782,21.2704
8.75,0.01,7.25781,21.2703
8.77,0.01,7.25781,21.2703
8.79,0.01,7.25781,21.2703
8.81,0.01,7.25781,21.2702
8.83,0.01,7.2578,21.2702
8.85,0.01,7.2578,21.2702
8.87,0.01,7.2578,21.2702
8.89,0.01,7.25779,21.2701
8.91,0.01,7.25779,21.2701
8.93,0.01,7.25779,21.2701
8.95,0.01,7.25778,21.2701
8.97,0.01,7.25778,21.27
8.99,0.01,7.25778,21.27
9.01,0.01,7.25777,21.27
9.03,0.01,7.25777,21.27
9.05,0.01,7.25777,21.2699
9.07,0.01,7.25776,21.2699
9.09,0.01,7.25776,21.2699
9.11,0.01,7.25776,21.2699
9.13,0.01,7.25775,21.2698
9.15,0.01,7.25775,21.2698
9.17,0.01,7.25775,21.2698
9.19,0.01,7.25774,21.2698
9.21,0.01,7.25774,21.2697
9.23,0.01,7.25774,21.2697
9.25,0.01,7.25774,21.2697
9.27,0.01,7.25773,21.2696
9.29,0.01,7.25773,21.2696
9.31,0.01,7.25773,21.2696
9.33,0.01,7.25772,21.2695
9.35,0.01,7.25772,21.2695
9.37,0.01,7.25772,21.2695
9.39,0.01,7.25771,21.2695
9.41,0.01,7.25771,21.2694
9.43,0.01,7.25771,21.2694
9.45,0.01,7.2577,21.2694
9.47,0.01,7.2577,21.2693
9.49,0.01,7.2577,21.2693
9.51,0.01,7.25769,21.2693
9.53,0.01,7.25769,21.2692
9.55,0.01,7.25768,21.2692
9.57,0.01,7.25768,21.2691
9.59,0.01,7.25768,21.2691
9.61,0.01,7.25767,21.2691
9.63,0.01,7.25767,21.269
9.65,0.01,7.25767,21.269
9.67,0.01,7.25766,21.269
9.69,0.01,7.25766,21.2689
9.71,0.01,7.25765,21.2689
9.73,0.01,7.25765,21.2688
9.75,0.01,7.25765,21.2688
9.77,0.01,7.25764,21.2688
9.79,0.01,7.25764,21.2687
9.81,0.01,7.25764,21.2687
9.83,0.01,7.25763,21.2686
9.85,0.01,7.25763,21.2686
9.87,0.01,7.25763,21.2685
9.89,0.01,7.25762,21.2685
9.91,0.01,7.25762,21.2685
9.93,0.01,7.25762,21.2684
9.95,0.01,7.25761,21.2684
9.97,0.01,7.25761,21.2683
9.99,0.01,7.25761,21.2683
